"ObsID"	"Town_Region"	"Village"	"Date"	"Year"	"Month"	"Day"	"Latitude"	"Longitude"	"Country"	"Confidence"	"Status"	"NumPosAg"	"NumTestAg"	"PropAg"	"NumPosAb"	"NumTestAb"	"PropAb"	"Genus"	"Species"	"DiagnosticMethod"	"Target"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Human_Random_Survey"	"Notes"
34	"Kankan"	"Kodoko"	"NA"	"2002-2004"	"NA"	"NA"	10.49583333	-9.017777778	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	0	9	0	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
35	"Macenta"	"Macenta"	"NA"	"2002-2004"	"NA"	"NA"	8.562777778	-9.488888889	"Guinea"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"NA"	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
36	"NA"	"Maikou"	"NA"	"2002-2004"	"NA"	"NA"	9.037222222	-9.024722222	"Guinea"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"NA"	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
37	"Kangaba"	"Massakoroma"	"NA"	"2002-2004"	"NA"	"NA"	12.29944444	-8.774722222	"Mali"	"NA"	"NA"	"NA"	"NA"	"NA"	0	39	0	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
38	"Macenta"	"Sangassou"	"NA"	"2002-2004"	"NA"	"NA"	8.613611111	-9.474166667	"Guinea"	"NA"	"NA"	"NA"	"NA"	"NA"	0	14	0	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
39	"Siguiri"	"Saourou"	"NA"	"2002-2004"	"NA"	"NA"	11.51166667	-9.01	"Guinea"	"high"	"negative"	"NA"	"NA"	"NA"	1	33	0.03030303	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
40	"Faranah"	"Tanganya"	"NA"	"2002-2004"	"NA"	"NA"	10.00055556	-10.97277778	"Guinea"	"high"	"positive"	"NA"	"NA"	"NA"	60	155	0.387096774	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
41	"NA"	"Yafraya"	"NA"	"2002-2004"	"NA"	"NA"	10.01194444	-13.67888889	"Guinea"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"NA"	"Mastomys"	"natalensis"	"IFA"	"IgG"	"Fichet-Calvet_Becker-Ziaja_2014"	"Fichet-Calvet_Becker-Ziagja_2014"	"Fichet-Calvet E, Becker-Ziaja B, Koivogui L, Günther S. Lassa serology in natural populations of rodents and horizontal transmission. Vector-Borne and Zoonotic Diseases. 2014 Sep 1;14(9):665-74."	"10.1089/vbz.2013.1484"	"F"	"Other rodent species tested postive (Table1)"
42	"Bong"	"Suakoko (Phebe hosp.)"	"NA"	1974	11	18	7.19	-9.38	"Liberia"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA, CF"	"NA"	"Fichet-Calvet_Rogers_2009"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Not random sero-survey"
43	"Lofa"	"Zorzor hosp."	"NA"	1972	"NA"	"NA"	7.78	-9.43	"Liberia"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"IFA, CF"	"NA"	"Fichet-Calvet_Rogers_2009"	"Bloch_1978"	"Bloch A. A serological survey of Lassa fever in Liberia. Bulletin of the World Health Organization. 1978;56(5):811."	"NA"	"F"	"Not random sero-survey"
44	"Anambra state"	"Onitsha (St. Charles Borromeo Hospital)"	"NA"	1974	"NA"	"NA"	6.17	6.78	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	3	261	0.011494	"Homo"	"sapiens"	"CF"	"NA"	"Fichet-Calvet_Rogers_2009"	"Bowen_Tomori_1975"	"Bowen GS, Tomori O, Wulff H, Casals J, Noonan A, Downs WG. Lassa fever in Onitsha, East Central State, Nigeria, in 1974. Bulletin of the World Health Organization. 1975;52(4-6):599."	"NA"	"F"	"Sero survey of hospital workers was conducted after 3 confirmed Lassa cases. All 258 hospital workers were seronegative."
45	"Imo state"	"Aba hospital"	"NA"	1989	"NA"	"NA"	5.12	7.37	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	5	240	"NA"	"Homo"	"sapiens"	"IFA, Isolation"	"IgG, IgM"	"Fichet-Calvet_Rogers_2009"	"Fisher_1995"	"Fisher-Hoch SP, Tomori O, Nasidi A, Perez-Oronoz GI, Fakile Y, Hutwagner L, McCormick JB. Review of cases of nosocomial Lassa fever in Nigeria: the high price of poor medical practice. Bmj. 1995 Sep 30;311(7009):857-9."	"10.1136/bmj.311.7009.857"	"F"	"Not random sero-survey"
46	"Imo state"	"Aboh Mbaise hospital"	"NA"	1989	"NA"	"NA"	5.55	7.2	"Nigeria"	"high"	"positive"	"NA"	"NA"	"NA"	2	175	"NA"	"Homo"	"sapiens"	"IFA, Isolation"	"IgG, IgM"	"Fichet-Calvet_Rogers_2009"	"Fisher_1995"	"Fisher-Hoch SP, Tomori O, Nasidi A, Perez-Oronoz GI, Fakile Y, Hutwagner L, McCormick JB. Review of cases of nosocomial Lassa fever in Nigeria: the high price of poor medical practice. Bmj. 1995 Sep 30;311(7009):857-9."	"10.1136/bmj.311.7009.857"	"F"	"Not random sero-survey"
47	"Plateau state/Jos"	"Bassa"	"NA"	1970	"NA"	"NA"	9.93	8.73	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Fichet-Calvet_Rogers_2009"	"Carey_Kemp_1972"	"Carey DE, Kemp GE, White HA, Pinneo L, Addy RF, Fom AL, Stroh G, Casals J, Henderson BE. Lassa fever epidemiological aspects of the 1970 epidemic, Jos, Nigeria. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1972 Jan 1;66(3):402-8."	"10.1016/0035-9203(72)90271-4"	"F"	"Not random sero-survey"
48	"NA"	"Banfora"	"NA"	1974	4	"NA"	10.63333333	-4.766666667	"Burkina"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
49	"NA"	"Beoumi"	"NA"	"1970-1974"	"NA"	"NA"	7.666666667	-5.566666667	"Ivory Coast"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
50	"NA"	"Ntorosso"	"NA"	1971	"NA"	"NA"	13.15	5.066666667	"Mali"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
51	"Plateau state"	"Jos"	"NA"	"1972-1973"	12	"NA"	9.916666667	8.9	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	2	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
52	"NA"	"Sokoto"	"NA"	1971	6	"NA"	13.06666667	5.25	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
53	"NA"	"Takum"	"NA"	"NA"	"NA"	"NA"	7.266666667	9.983333333	"Nigeria"	"NA"	"NA"	"NA"	"NA"	"NA"	2	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
54	"NA"	"Djema or Banda"	"NA"	1972	"NA"	"NA"	"NA"	"NA"	"CAR"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
55	"NA"	"Hayes Gowien"	"NA"	1971	"NA"	"NA"	"NA"	"NA"	"Liberia"	"NA"	"NA"	"NA"	"NA"	"NA"	1	"NA"	"NA"	"Homo"	"sapiens"	"CF"	"NA"	"Frame_1975"	"Frame_1975"	"Frame JD. Surveillance of Lassa fever in missionaries stationed in West Africa. Bulletin of the World Health Organization. 1975;52(4-6):593."	"NA"	"F"	"Not random sero-survey"
56	"Yomou"	"Bamakama"	"NA"	2000	4	"NA"	7.652919162	-9.325026136	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	4	26	0.153846154	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
57	"Gu√©ck√©dou"	"Bandadou"	"NA"	2000	4	"NA"	8.966667	-10.516667	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	1	41	0.024390244	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
58	"Yomou"	"Bemeye"	"NA"	2000	4	"NA"	7.368273797	-9.182514379	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	1	9	0.111111111	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
59	"Yomou"	"Bowe centre"	"NA"	2000	4	"NA"	7.721734525	-9.224964689	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	8	30	0.266666667	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
60	"Yomou"	"Diecke centre"	"NA"	2000	4	"NA"	7.346378	-8.955102	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	3	73	0.04109589	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
61	"Gu√©ck√©dou"	"Fandou Bendou"	"NA"	2000	4	"NA"	8.638230041	-10.33170493	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	5	33	0.151515152	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
62	"Lola"	"Gogota"	"NA"	2000	4	"NA"	7.731118438	-8.588210029	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	0	6	0	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
63	"Lola"	"Gote Koly"	"NA"	2000	4	"NA"	7.731118438	-8.588210029	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	7	21	0.333333333	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
64	"Lola"	"Gueasso center"	"NA"	2000	4	"NA"	7.987612064	-8.397183631	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	1	11	0.090909091	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
65	"Gu√©ck√©dou"	"Kelema"	"NA"	2000	4	"NA"	8.362968589	-10.60763195	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	1	23	0.043478261	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
66	"Lola"	"Kokota"	"NA"	2000	4	"NA"	7.85623728	-8.566984874	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	16	51	0.31372549	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
67	"Gu√©ck√©dou"	"Koumoni"	"NA"	2000	4	"NA"	8.825908303	-10.43176638	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	2	40	0.05	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
68	"Yomou"	"Kowi"	"NA"	2000	4	"NA"	7.311970319	-9.012713136	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	4	29	0.137931034	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
69	"Lola"	"Laine center"	"NA"	2000	4	"NA"	8.009507861	-8.582145699	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	2	37	0.054054054	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
70	"Yomou"	"Manangoya"	"NA"	2000	4	"NA"	7.358889884	-9.264382835	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	0	12	0	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
71	"Lola"	"Manga Bo"	"NA"	2000	4	"NA"	7.731118438	-8.588210029	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	0	19	0	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
72	"Gu√©ck√©dou"	"Mangala"	"NA"	2000	4	"NA"	8.506855257	-10.20738617	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	1	26	0.038461538	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
73	"Lola"	"Morigbedou"	"NA"	2000	4	"NA"	8.09709105	-8.506341573	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	4	40	0.1	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
74	"Yomou"	"Nawei"	"NA"	2000	4	"NA"	7.293202492	-9.109742417	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	10	53	0.188679245	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
75	"Lola"	"N‚Äôzoo center"	"NA"	2000	4	"NA"	7.624767423	-8.400215796	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	2	35	0.057142857	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
76	"Lola"	"Pine"	"NA"	2000	4	"NA"	7.890644961	-8.333508165	"Guinea"	"NA"	"positive"	"NA"	"NA"	"NA"	15	36	0.416666667	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
77	"Gu√©ck√©dou"	"Sandia"	"NA"	2000	4	"NA"	8.506855257	-10.20738617	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	2	51	0.039215686	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
78	"Gu√©ck√©dou"	"Sokoro"	"NA"	2000	4	"NA"	8.506855257	-10.20738617	"Guinea"	"NA"	"negative"	"NA"	"NA"	"NA"	2	32	0.0625	"Homo"	"sapiens"	"IFA"	"IgG"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"T"	"NA"
