"ObsID"	"Town_Region"	"Village"	"Year"	"Latitude"	"Longitude"	"Country"	"NumPosVirus"	"NumTestVirus"	"PropVirus"	"Virus_Diagnostic_Method"	"NumPosAb"	"NumTestAb"	"PropAb"	"Ab_Diagnostic_Method"	"Antibody_Target"	"Genus"	"Species"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Bibtex"	"Survey_Notes"	"Housing_Notes"
124	"Gueckedou"	"Nongoa Mbalia"	"1990-1992"	8.7	-10.37	"Guinea"	"NA"	"NA"	"NA"	"NA"	47	116	0.405172414	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
125	"Gueckedou"	"Owet Djiba"	"1990-1992"	8.48	-10.44	"Guinea"	"NA"	"NA"	"NA"	"NA"	31	83	0.373493976	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
126	"Gueckedou"	"Sassani Toli"	"1990-1992"	8.75	-10.3	"Guinea"	"NA"	"NA"	"NA"	"NA"	33	97	0.340206186	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
127	"Gueckedou"	"Telekolo"	"1990-1992"	8.47	-10.43	"Guinea"	"NA"	"NA"	"NA"	"NA"	24	80	0.3	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
128	"Madina Oula"	"Madina Oula camp"	"1990-1992"	9.88	-12.45	"Guinea"	"NA"	"NA"	"NA"	"NA"	59	171	0.34502924	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
129	"Lola"	"Gbah"	"1990-1992"	7.62	-8.55	"Guinea"	"NA"	"NA"	"NA"	"NA"	28	109	0.256880734	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
130	"Lola"	"Gbenemou"	"1990-1992"	7.71	-8.52	"Guinea"	"NA"	"NA"	"NA"	"NA"	11	59	0.186440678	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
131	"Lola"	"Thuo"	"1990-1992"	7.58	-8.5	"Guinea"	"NA"	"NA"	"NA"	"NA"	63	190	0.331578947	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
132	"Siguiri"	"Balato"	"1990-1992"	11.57	-9.32	"Guinea"	"NA"	"NA"	"NA"	"NA"	27	150	0.18	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
133	"Yomou"	"Bamakama"	"1990-1992"	7.72	-9.27	"Guinea"	"NA"	"NA"	"NA"	"NA"	42	138	0.304347826	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
134	"Yomou"	"Komore"	"1990-1992"	7.66	-9.26	"Guinea"	"NA"	"NA"	"NA"	"NA"	46	183	0.25136612	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
135	"Yomou"	"Waita"	"1990-1992"	7.56	-9.26	"Guinea"	"NA"	"NA"	"NA"	"NA"	31	120	0.258333333	"ELISA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
136	"Pita"	"Bantignel"	"1990-1992"	"11.1166667"	"-12.3"	"Guinea"	"NA"	"NA"	"NA"	"NA"	10	165	0.060606061	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
137	"Labe"	"Sala"	"1990-1992"	"11.3166667"	"-12.2833333"	"Guinea"	"NA"	"NA"	"NA"	"NA"	8	111	0.072072072	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
138	"Mali"	"Mali"	"1990-1992"	"12.0833333"	"-12.3"	"Guinea"	"NA"	"NA"	"NA"	"NA"	8	147	0.054421769	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
139	"Mali"	"Deppal"	"1990-1992"	"12.0833333"	"-12.3666667"	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	29	0.034482759	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
140	"Siguiri"	"Kintinian"	"1990-1993"	"11.6"	"-9.3833333"	"Guinea"	"NA"	"NA"	"NA"	"NA"	13	168	0.077380952	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
141	"Siguiri"	"Torekoro"	"1990-1992"	"11.3"	"-9.35"	"Guinea"	"NA"	"NA"	"NA"	"NA"	5	100	0.05	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
142	"Boke"	"Hamdalaye"	"1990-1992"	"11.3666667"	"-14.35"	"Guinea"	"NA"	"NA"	"NA"	"NA"	5	102	0.049019608	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
143	"Bofa"	"Walia"	"1990-1992"	"10.3666667"	"-14.3"	"Guinea"	"NA"	"NA"	"NA"	"NA"	6	160	0.0375	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
144	"Siguiri"	"Balato"	"1990-1992"	"11.5666667"	"-9.3166667"	"Guinea"	"NA"	"NA"	"NA"	"NA"	27	150	0.18	"ELISA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
145	"Gueckedou"	"Dawa Bombolo"	"1990-1992"	8.642101563	-10.36472682	"Guinea"	"NA"	"NA"	"NA"	"NA"	31	65	0.476923077	"ELISA"	"IgG"	"Homo"	"sapiens"	"Coords estimated via Figure 2 map. Lola is focal point 1, Boke is focal point 2"	"Lukashevich_Clegg_1993"	"Lukashevich IS, Clegg JC, Sidibe K. Lassa virus activity in Guinea: Distribution of human antiviral antibody defined using enzyme‐linked immunosorbent assay with recombinant antigen. Journal of medical virology. 1993 Jul;40(3):210-7."	"10.1002/jmv.1890400308"	"lukashevich1993lassa"	"Selected villages with 100-400 inhabitants for survey. 30-50% of the population was sampled. "	"NA"
146	"North"	"Kamabunyele"	"1977-1983"	9.18	-11.93	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	17	118	0.14	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
147	"North"	"Kathumpe"	"1977-1983"	9.5	-12.23	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	9	88	0.1	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
148	"East"	"Bomie"	"1977-1983"	8.23	-11.07	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	62	617	0.1	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
149	"East"	"Landoma"	"1977-1983"	8.23	-11.07	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	17	157	0.11	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
150	"East"	"Konia"	"1977-1983"	8.1	-11.02	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	271	733	0.37	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
151	"East"	"Kpandebu"	"1977-1983"	8.22	-11.07	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	87	578	0.15	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
152	"East"	"Lowoma"	"1977-1982"	8.22	-11.03	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	37	285	0.13	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
153	"East"	"Neama"	"1977-1983"	8.12	-11	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	16	105	0.15	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
154	"East"	"Niahun"	"1977-1983"	8	-11.07	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	204	1075	0.19	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
155	"East"	"Njakundoma"	"1977-1983"	8.23	-11.05	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	48	242	0.2	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
156	"East"	"Palima"	"1977-1983"	8.22	-11.05	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	113	217	0.52	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
157	"East"	"Tongola"	"1977-1983"	8.22	-11.05	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	125	402	0.31	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
158	"East"	"Semewabu"	"1977-1983"	8.02	-10.87	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	141	372	0.38	"IFA"	"IgG"	"Homo"	"sapiens"	"Fichet-Calvet_Rogers_2009"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
159	"South"	"Yengema"	"1977-1983"	"7.8261111"	"-12.0152778"	"Sierra Leone"	"NA"	"NA"	"NA"	"NA"	9	109	0.08	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"McCormick_Webb_1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	"Tested for IgG antibody (McCormick, personal communication). Population for sero-survey was chosen by numbering houses in a village and randomly selecting a subset with a random number table. Sampled population was 1/3 to 1/2 of village population. "	"NA"
160	"Upper West"	"Natorduori"	"2010-2011"	10.25816667	-2.626	"Ghana"	"NA"	"NA"	"NA"	"NA"	4	70	0.057142857	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
161	"Northern"	"Bowena"	"2010-2011"	9.547	-1.6325	"Ghana"	"NA"	"NA"	"NA"	"NA"	0	70	0	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
162	"Northern"	"Teanoba"	"2010-2011"	10.395	-0.366	"Ghana"	"NA"	"NA"	"NA"	"NA"	2	70	0.028571429	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
163	"Northern"	"Jirandogo"	"2010-2011"	8.347166667	-0.345833333	"Ghana"	"NA"	"NA"	"NA"	"NA"	2	70	0.028571429	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
164	"Brong Ahafo"	"Amomaso"	"2010-2011"	7.122666667	-2.327666667	"Ghana"	"NA"	"NA"	"NA"	"NA"	0	70	0	"ELISA"	"IgG"	"Homo"	"sapiens"	"Kronmann_Nimo-Paintsil_2013"	"Nimo-Paintsil_Fichet-Calvet_2019"	"Nimo-Paintsil SC, Fichet-Calvet E, Borremans B, Letizia AG, Mohareb E, Bonney JH, Obiri-Danso K, Ampofo WK, Schoepp RJ, Kronmann KC. Rodent-borne infections in rural Ghanaian farming communities. PloS one. 2019;14(4)."	"10.1371/journal. pone.0215224 "	"nimo2019rodent"	"Selected 10 villages that included 7 high-LASV risk villages and 3 low-risk (transition zone) villages in Guinea. Targeted rural villages with 500 – 2000 people.  Human participants were all 18 years of age or older and were enrolled at a central location. Number positives inferred from Fig2 and caption on Fig1."	"Most participants live in mud-walled huts with aluminum roofs. 6 – 10 people per house, no electricity or indoor plumbing. "
