"Species";"Latitude";"Longitude";"Locality";"Country";"Diagnosis";"Confidence";"Reference";"Coord_Method";"Coord_Method_Name";"Issues"
"Mastomys natalensis";10.8833;0.4;"Namoundjoga";"Togo";"morpho";"low";"BeBIF Provider";"NA";;
"Mastomys natalensis";10.9167;0.15;"Nanergou";"Togo";"morpho";"low";"BeBIF Provider";"NA";;
"Mastomys natalensis";6.2333;1.4833;"Togoville";"Togo";"morpho";"low";"BeBIF Provider";"NA";;
"Mastomys natalensis";0.3667;30;"Entebbe";"Uganda";"morpho";"low";"BeBIF Provider";"NA";;
"Mastomys natalensis";-0.3;29.58;"Bwindi Impenetrable NP";"Uganda";"morpho";"low";"Kasangaki 2003";"NA";;
"Mastomys natalensis";-13.75;24.95;"Mutoma";"Zambia";"morpho + chrom + PCR cytb";"high";"Corti et al. 2005/BEBIF provider";"NA";;
"Mastomys natalensis";-12.55;25.68;"Meheba";"Zambia";"morpho + chrom + PCR cytb";"high";"Corti et al. 2005/BEBIF provider";"NA";;
"Mastomys natalensis";-15.55;28.2833;"Chilanga";"Zambia";"morpho";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-13.5833;24.2167;"Kabompo boma";"Zambia";"morpho";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-13.4667;25.8333;"Kasempa";"Zambia";"morpho";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-11.1167;24.1;"Zambeze tete";"Zambia";"morpho";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-17.69;31.11;"Hatcliffe";"Zimbabwe";"morpho + PCR cytb";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-17.86;31.04;"Mbare";"Zimbabwe";"morpho + PCR cytb";"high";"BeBIF Provider";"NA";;
"Mastomys natalensis";-20.42;28.28;"Norton";"Zimbabwe";"morpho + skull";"high";"Bronner, G. N., et al. 2007 Oct. Nongeographic cranial variation in two medically important rodents from South Africa, Mastomys natalensis and Mastomys coucha. Journal of Mammalogy. 88 (5): 1179-1194.";"NA";;
"Mastomys natalensis";6.794;-7.2972;"Blodi, Duékoué";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";6.133;-5.9518;"Menekré, Gagnoa";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";1;"geopy";
"Mastomys natalensis";9.72;-11.03;"Gbetaya";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"from FC2009";
"Mastomys natalensis";5.8294;-5.3592;"Gbagoubé, Divo";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";1;"geopy";
"Mastomys natalensis";10.0591;-10.5853;"Bantou";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";5.8956;-4.8251;"Ahouakro, Tiassalé";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";1;"geopy";
"Mastomys natalensis";11.0836;-12.2975;"Gagal";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"from FC2009";
"Mastomys natalensis";8.1273;-2.6508;"Sanguiebo";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";10.0006;-10.9728;"Tanganya";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"from FC2009";
"Mastomys natalensis";10.8095;-10.3959;"Gania";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.9523;-8.1743;"Kalifabougou";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";14.9995;-7.6689;"Dilly";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.8096;-6.0432;"Niamana (Missira)";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";2;"geopy";
"Mastomys natalensis";13.1409;-3.4509;"Toma-île";"Burkina Faso";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";14.4636;0.7937;"Tara";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";6.1199;-4.8724;"Ahouakro, Tiassalé";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";11.6798;-8.6554;"Samaya";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.8851;-12.2868;"Kédougou";"Senegal";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";8.0869;-8.9139;"Bhoita";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"from FC2009";
"Mastomys natalensis";10.63;1.8245;"Goutéré";"Benin";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";8.9915;1.9605;"Igbéré";"Benin";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";13.1448;1.9589;"Piliki";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";7.9883;1.9833;"Doyïssa";"Benin";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";44.6572;-65.5896;"Denguédou";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";9.6453;-8.9456;"Franfina";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"from FC2009";
"Mastomys natalensis";8.6551;-3.7824;"Kakpin";"Ivory Coast";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";10.4958;-9.0178;"Kodoko";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"geopy";
"Mastomys natalensis";7.6348;2.6864;"Koto";"Benin";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";15.0623;-2.7896;"Gono";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.0118;-5.703;"Kouoro";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";14.0901;2.1985;"Tiloa";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";7.1042;1.8644;"Lanta";"Benin";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";14.7095;0.0949;"Markoye";"Burkina Faso";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.2994;-8.7747;"Massakoroma";"Mali";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"from FC2009";
"Mastomys natalensis";13.5248;2.1098;"Niamey";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";14.729;0.6743;"Gaya";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";8.6136;-9.4742;"Sangassou";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"from FC2009";
"Mastomys natalensis";11.5952;-9.069;"Saourou";"Guinea";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.9074;14.8392;"Baltram";"Chad";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.84;14.7632;"Karal";"Chad";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";7.6675;15.9444;"Bol";"Chad";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";5.8442;10.2593;"Awing, Mt Léfo";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";12.5119;14.5952;"Yik";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";12.5349;14.6148;"Aboki 2 (Yik)";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";8.0271;13.1909;"Zéra";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";10.6208;14.4124;"Kongola";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";10.8417;14.9526;"Maga";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";4.2174;9.1727;"Mongom";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"google";"google search yields mt cameroon"
"Mastomys natalensis";-4.3217;15.3126;"Kinshasa";"DRC";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";13.4072;7.1389;"Djirataoua";"Niger";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";4.8236;9.6801;"Nyasoso";"Cameroon";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-2.9156;15.6358;"Réserve de la Léfini, Mbouambe Lefini";"Congo";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";
"Mastomys natalensis";0.5184;25.2057;"Kisangani";"DRC";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";1.0181;35.0002;"Kitale";"Kenya";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";1.0763;34.8545;"Endebess";"Kenya";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";3.7281;17.5544;"Bakota";"RCA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Google";
"Mastomys natalensis";-0.1724;34.919;"Ahero";"Kenya";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-7.4264;37.7006;"Dakawa";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-7.6708;31.5511;"Mt. Muze";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-3.2434;36.7498;"Mt. Meru";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-3.3486;37.3435;"Moshi";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-4.0682;37.7438;"Same";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-6.1825;37.1387;"Berega";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-1.2833;36.8172;"Nairobi";"Kenya";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-3.4;37.6833;"Taveta";"Kenya";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-1.961;30.004;"Ruliba";"Rwanda";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-2.5197;32.9014;"Mwanza";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-6.395;37.3326;"Matongolo";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-5.6881;36.3998;"Zoissa";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-5.2;36.4667;"Ndaleta";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"http://earth-info.nga.mil/gns/html/namefiles.htm";"found Ndaleta Hills"
"Mastomys natalensis";-5.0386;34.6542;"Singida";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-4.1344;37.953;"Kisiwani";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-3.5701;37.7337;"Jipe";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-5.0202;32.8098;"Tabora";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-7.7787;35.1994;"Idodi";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-0.9006;37.1873;"Makuyu-Milama";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"geopy";
"Mastomys natalensis";-7.427;36.9307;"Msimba";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-6.8684;37.8138;"Morogoro";"Tanzania";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-18.0766;27.4672;"unknown";"Zimbabwe";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-15.3869;35.3326;"Zomba-Bwaila";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"Google found Zomba, Tanzania";
"Mastomys natalensis";-15.4572;35.2576;"Mpalanganga estate";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"Google found small Mpalanganga estate";
"Mastomys natalensis";-16.0251;35.5013;"Mulanje- Chitakali (Chipoka village)";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Google found place called Chitakali in Mulanje village";
"Mastomys natalensis";-16.72;35.1011;"Nsanje";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";0;"geopy";
"Mastomys natalensis";-15.4572;35.2577;"Mpalanganga estate";"Malawi";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";"NA";"Google found small Mpalanganga estate";
"Mastomys natalensis";-28.7779;32.0268;"Richard's Bay";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Google region Richard’s Bay";
"Mastomys natalensis";-22.1155;29.9976;"Beitbridge";"RSA";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Googled region of Beitbridge, South Africa";
"Mastomys natalensis";-19.3606;23.0368;"Moremi Game Reserve";"Botswana";"morpho + PCR cytb";"high";"Colangelo, Paolo, et al. \""A mitochondrial phylogeographic scenario for the most widespread African rodent, Mastomys natalensis.\"" Biological Journal of the Linnean Society 108.4 (2013): 901-916.";-1;"Google found region of Moremi Game Reserve";
